"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas 2011","IMCRA 4 Regions","IBRA 7 Regions","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"abcf005d-6ef6-4695-9954-41813cbc2e95","ABBBS1622988","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-23.99850779","139.001205003","GDA94","-23.99850779","139.001205","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","100.0","100.0","","","","OPJG02021500","1991","10","04","1991-10-04","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"aac9bdd8-e7db-4ab2-aff8-b1e3105308e2","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Queensland Parks and Wildlife Service","","Astrebla Downs National Park via Boulia, CWQ.","-24.11729","140.52199","","-24.11729","140.52199","","250.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","2009","10","30","2009-10-30","","","","present","","","","true","true"
"a859b1d0-bff8-43b6-9ec6-a5f0f1e880a8","4268927.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","Wooragee","-36.274","146.8047","GDA94","-36.274","146.805","","1000.0","Australia","Victoria","Indigo (S)","","NSW South Western Slopes","","","","","1.0","Scott Jessup","1994","10","04","1994-10-04","","Human Observation","HumanObservation","present","","","","true","true"
"a781b0fb-9440-4cc7-828a-8964c79877a8","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-30.91","147.58","","-30.91","147.58","","9000.0","Australia","New South Wales","Warren (A)","","Darling Riverine Plains","","","","","","","1977","10","17","1977-10-17","","","HumanObservation","present","","","","true","true"
"9e177592-7ad8-41fa-9620-7f26b475dc3d","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Conargo","","","","-35.3","145.16667","","","Australia","New South Wales","Conargo (A)","","Riverina","","","","","","22097","1994","10","04","1994-10-04","","","HumanObservation","present","","","","true","true"
"998f4dce-91ee-490f-8c26-3bc721cf8d0e","3058496.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","ALBURY","-36.0818","146.9179","GDA94","-36.0818","146.9179","","9000.0","Australia","New South Wales","Albury (C)","","NSW South Western Slopes","","","","","","RAOU VIC observer code 811","1980","10","17","1980-10-17","","Human Observation","HumanObservation","present","","","","true","true"
"96b42a5b-c941-42ee-9c21-ebaf2d7bb6f0","ABBBS1622991","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-23.99850779","139.001205003","GDA94","-23.99850779","139.001205","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","100.0","100.0","","","","OPJG02021500","1991","10","04","1991-10-04","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"8adcecbd-fd18-4075-a669-873e5c50ac89","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-25.58","140.25","","-25.58","140.25","","9000.0","Australia","Queensland","Diamantina (S)","","Channel Country","","","","","","","1976","10","19","1976-10-19","","","HumanObservation","present","","","","true","true"
"899c670f-f3ad-4bd6-bc0d-21076702a12d","SSOHI0000849","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-32.179295439","148.581104631","GDA94","-32.179295438","148.581104631","","20.0","Australia","New South Wales","Dubbo (C)","","Brigalow Belt South","","","","","","OSOH05012500","2004","10","14","2004-10-14","","HumanObservation","HumanObservation","present","","","","true","true"
"83ae008b-13a7-41f9-ad12-95ffa0741256","URN:CornellLabOfOrnithology:EBIRD:OBS670108699","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-20.2","127.4","","-20.2","127.4","","10000.0","Australia","Western Australia","Halls Creek (S)","","Tanami","","","","","32","obsr221666","2018","10","","","","","HumanObservation","present","","","","true","true"
"837a20fe-a07a-498e-b899-a2834dd5b5ab","URN:CornellLabOfOrnithology:EBIRD:OBS231450176","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Betoota 10' Cell","-25.75","140.75","EPSG:4326","-25.75","140.75","","","Australia","Queensland","Diamantina (S)","","Channel Country","","","","","2","Birds Queensland","1976","10","19","1976-10-19","1976-10-19","HumanObservation","HumanObservation","present","","","","true","true"
"7da4adf8-1fd7-468b-b65c-8e7390428a7f","162408","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-25.14359407","135.5262845","","-25.14359407","135.5262845","","","Australia","Northern Territory","MacDonnell (S)","","Simpson Strzelecki Dunefields","","","","","","","2002","10","16","2002-10-16","","","HumanObservation","present","","","","true","true"
"7da24774-8d3d-4114-8a63-579ec7a2e586","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","BURRABOI","","","","-35.416664","144.25","","","Australia","New South Wales","Wakool (A)","","Riverina","","","","","","23500","1977","10","17","1977-10-17","","","HumanObservation","present","","","","true","true"
"793096d1-4feb-478f-bbdb-ec815f93f2e0","SJJSI0578521","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.17835429","140.545707472","GDA94","-24.17835429","140.54570747","","50.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","40","OPUR17011100","2017","10","13","2017-10-13","","HumanObservation","HumanObservation","present","","","","true","true"
"76b4312e-eb25-48ad-a0e4-196afa3d2635","67753","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-10.94554972","132.79603116","","-10.94554972","132.79603116","","","Australia","Northern Territory","","Northern Shelf Province","","","","","","","","1994","10","27","1994-10-27","","","HumanObservation","present","","","","true","false"
"73187751-0fe1-48de-8392-1b8829102194","URN:CornellLabOfOrnithology:EBIRD:OBS670108409","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-20.2","127.4","","-20.2","127.4","","10000.0","Australia","Western Australia","Halls Creek (S)","","Tanami","","","","","32","obsr132240","2018","10","","","","","HumanObservation","present","","","","true","true"
"71f6d9d2-ad42-4922-b007-ff259cc59985","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of Environment and Heritage Protection","","Backwards Ck Sth, Astrebla Downs National Park","-24.236949607","140.62204607","","-24.236949607","140.62204607","","999.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1998","10","18","1998-10-18","","","","present","","","","true","true"
"71149091-1712-46a4-b899-6d1667c95f34","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr359","BirdLife Australia, Birdata","","","","","CC-BY-NC","","","Lake Nappanerica S","-25.91806","139.07640","WGS84/GDA94","-25.91806","139.0764","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","","","","","2","","2012","10","03","2012-10-03","","","HumanObservation","present","","","","true","true"
"6b98de06-a7f0-4e47-bb7a-b2a9234e65c8","ABBBS1622987","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-23.99850779","139.001205003","GDA94","-23.99850779","139.001205","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","100.0","100.0","","","","OPJG02021500","1991","10","04","1991-10-04","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"69fd29d6-b74c-4c08-901d-434fb56f8b37","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of Environment and Heritage Protection","","Backwards Ck Sth, Astrebla Downs National Park","-24.227589735","140.60511617","","-24.227589735","140.60511617","","999.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1998","10","18","1998-10-18","","","","present","","","","true","true"
"6822c56a-94c7-4598-bb29-f5ff3dbb6e01","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","""Elanus scriptus""","""Letter-winged Kite""","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr571","First Bird Atlas","","","","","CC-BY-NC","","","","-35.58","143.58","","-35.58","143.58","","9000.0","Australia","Victoria","Gannawarra (S)","","Murray Darling Depression","","","","","","","1977","10","16","1977-10-16","","","HumanObservation","present","","","","true","true"
"67f8ed75-cf19-4438-a86d-69449cdf4425","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Springvale Hill Lismore Bangalow Rd","","","","-28.416666","153.41667","","","Australia","New South Wales","Tweed (A)","","South Eastern Queensland","","","","","","22802","1999","10","24","1999-10-24","","","HumanObservation","present","","","","true","true"
"6764552f-c1ba-442e-bfe6-dd45ca4f8fa6","URN:CornellLabOfOrnithology:EBIRD:OBS230377487","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-27.9","138.0","EPSG:4326","-27.9","138.0","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","13","Joss Haiblen","2012","10","","","","","HumanObservation","present","","","","true","true"
"6620935f-927a-4247-81ae-9ffbbe8ff2f9","1317097","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","Middle Point Rd","-12.57972","131.31583","","-12.57972","131.31583","","","Australia","Northern Territory","Litchfield (M)","","Darwin Coastal","","","","","","Niven McCrie","1994","10","22","1994-10-22","","","HumanObservation","present","","","","true","true"
"653772a6-73cc-4a71-ad63-1ce16b874542","T2513","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr343","Northern Territory Museum and Art Gallery provider for OZCAM","in17","Museum and Art Gallery of the Northern Territory","co138","Museum and Art Gallery of the Northern Territory Bird Collection","CC-BY 3.0 (Au)","MAGNT","Bird","Ayers Rock","-25.033","131","not recorded","-25.033","131.0","","","Australia","Northern Territory","MacDonnell (S)","","Great Sandy Desert","","","","","","","1969","10","20","1969-10-20","","Preserved Specimen","PreservedSpecimen","present","","skin","","true","true"
"643be3bb-1a5d-4b64-9cd4-50ce11813cc5","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Queensland Parks and Wildlife Service","","Palparara Rd, Palparara, CWQ.","-24.46111","141.38765","","-24.46111","141.38765","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","","","","","","","2009","10","31","2009-10-31","","","","present","","","","true","true"
